,cp,imea,matlab,mitk,nist,pyr,radj,wc,altname
292,-1.0,0.3893,-1.0,-1.0,-1.0,-1.0,-1.0,0.4033,maxch mode
293,-1.0,0.4819,-1.0,-1.0,-1.0,-1.0,-1.0,0.9615,maxch std
294,-1.0,0.9682,-1.0,-1.0,-1.0,-1.0,-1.0,0.794,alch max
295,-1.0,0.9944,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,alch mean
296,-1.0,0.9723,-1.0,-1.0,-1.0,-1.0,-1.0,0.839,alch med
297,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,alch min
298,-1.0,0.4922,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0682,alch mode
299,-1.0,0.983,-1.0,-1.0,-1.0,-1.0,-1.0,0.3929,alch std
300,-1.0,0.6942,-1.0,-1.0,-1.0,-1.0,-1.0,0.4672,E2V
301,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,E2VC
302,-1.0,0.2212,-1.0,-1.0,-1.0,-1.0,-1.0,0.4422,FD boxc
303,-1.0,0.194,-1.0,-1.0,-1.0,-1.0,-1.0,0.3436,FD P
304,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,!image=banner_misc.png
305,0.3343,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neig N
306,0.2829,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neig PCT
307,-0.0455,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neig dst 1
308,-0.2042,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neig dst 2
309,0.4307,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neig ang 2
310,0.2954,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,frac@D 1
311,-0.2213,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,frac@D 2
312,-0.0311,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,frac@D 3
313,0.1679,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,frac@D 4
314,0.0735,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Mfrac 1
315,-0.2983,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Mfrac 2
316,-0.1202,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Mfrac 3
317,-0.0837,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Mfrac 4
318,0.0177,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,rad CV 1
319,-0.0901,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,rad CV 2
320,-0.0529,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,rad CV 3
321,-0.0186,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,rad CV 4
322,0.0639,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9627,ZI 00
323,0.2111,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9662,ZI 01
324,-0.02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9829,ZI 02
325,0.0544,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8748,ZI 03
326,-0.0014,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.748,ZI 04
327,0.1924,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8615,ZI 05
328,-0.0515,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9159,ZI 06
329,-0.1225,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9243,ZI 07
330,0.2073,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5992,ZI 08
331,-0.1766,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8439,ZI 09
332,0.0431,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6621,ZI 10
333,0.1525,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6155,ZI 11
334,-0.0234,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8894,ZI 12
335,-0.3233,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9228,ZI 13
336,0.2675,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8728,ZI 14
337,0.23,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4203,ZI 15
338,0.1932,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0756,ZI 16
339,0.0564,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7054,ZI 17
340,-0.1394,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6119,ZI 18
341,0.0561,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7319,ZI 19
342,-0.3225,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1965,ZI 20
343,-0.0858,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8874,ZI 21
344,-0.1133,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8274,ZI 22
345,0.3181,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6319,ZI 23
346,0.3783,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4841,ZI 24
347,-0.1091,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1205,ZI 25
348,0.2051,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6388,ZI 26
349,-0.0904,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4327,ZI 27
350,0.245,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5377,ZI 28
351,0.4465,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7554,ZI 29
352,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.4807,Gab 1
353,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.4923,Gab 2
354,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.4211,Gab 3
355,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.6452,Gab 4
356,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5915,Gab 5
357,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5827,Gab 6
358,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5835,Gab 7
359,0.4735,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D rm00
360,0.4216,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D rm01
361,0.3491,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D rm02
362,0.2912,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D rm03
363,0.3393,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D rm10
364,0.334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D rm11
365,0.2777,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D rm12
366,0.2299,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D rm13
367,0.1931,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D rm20
368,0.1947,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D rm21
369,0.1629,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D rm22
370,0.1349,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D rm23
371,0.4735,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D cm00
372,0.197,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D cm01
373,0.3385,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D cm02
374,0.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D cm03
375,0.0986,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D cm10
376,0.8534,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D cm11
377,0.3622,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D cm12
378,0.4912,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D cm13
379,0.1674,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D cm20
380,0.2032,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D cm21
381,0.1237,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D cm22
382,0.0665,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D cm23
383,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D nrm00
384,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D nrm01
385,0.1655,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D nrm02
386,-0.2987,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D nrm03
387,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D nrm10
388,0.253,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D nrm11
389,0.1849,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D nrm12
390,-0.2926,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D nrm13
391,-0.1348,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D nrm20
392,-0.0184,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D nrm21
393,0.1685,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D nrm22
394,-0.0095,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D nrm23
395,0.1582,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D nrm30
396,-0.201,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D nrm31
397,-0.0432,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D nrm32
398,-0.2665,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2D nrm33
399,0.8892,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Hu 1
400,0.9155,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Hu 2
401,0.964,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Hu 3
402,0.9955,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Hu 4
403,0.9685,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Hu 5
404,-0.0551,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Hu 6
405,-0.9996,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Hu 7
